hanja	hangul	require_hanja	require_hangul
兼帶하다	겸대하다	false	false
兼床	겸상	false	false
兼床밥	겸상밥	false	false
兼床하다	겸상하다	false	false
兼引儀	겸인의	false	false
兼弼善	겸필선	false	false
兼役	겸역	false	false
兼得	겸득	false	false
兼得하다	겸득하다	false	false
兼愛	겸애	false	false
兼愛交利說	겸애교리설	false	false
兼愛思想	겸애사상	false	false
兼愛說	겸애설	false	false
兼愛하다	겸애하다	false	false
兼掌	겸장	false	false
兼掌禮	겸장례	false	false
兼掌하다	겸장하다	false	false
兼攝	겸섭	false	false
兼攝하다	겸섭하다	false	false
兼敎授	겸교수	false	false
兼文學	겸문학	false	false
兼料	겸료	false	false
兼方	겸방	false	false
兼旬	겸순	false	false
兼旬하다	겸순하다	false	false
兼春秋	겸춘추	false	false
兼有	겸유	false	false
兼有하다	겸유하다	false	false
兼校理	겸교리	false	false
兼業	겸업	false	false
兼業農家	겸업농가	false	false
兼業하다	겸업하다	false	false
兼檢書	겸검서	false	false
兼治	겸치	false	false
兼治하다	겸치하다	false	false
兼營	겸영	false	false
兼營將	겸영장	false	false
兼營하다	겸영하다	false	false
兼用	겸용	false	false
兼用種	겸용종	false	false
兼用되다	겸용되다	false	false
兼用하다	겸용하다	false	false
兼監牧	겸감목	false	false
兼監牧官	겸감목관	false	false
兼直中臺	겸직중대	false	false
兼知事	겸지사	false	false
兼祿部長	겸록부장	false	false
兼管	겸관	false	false
兼管하다	겸관하다	false	false
兼編修官	겸편수관	false	false
兼習讀官	겸습독관	false	false
兼職	겸직	false	false
兼職하다	겸직하다	false	false
兼臺	겸대	false	false
兼行	겸행	false	false
兼行하다	겸행하다	false	false
兼補	겸보	false	false
兼補하다	겸보하다	false	false
兼覆	겸복	false	false
兼覆하다	겸복하다	false	false
兼討捕使	겸토포사	false	false
兼說書	겸설서	false	false
兼輔德	겸보덕	false	false
兼達	겸달	false	false
兼達하다	겸달하다	false	false
兼郎廳	겸낭청	false	false
兼郞	겸랑	false	false
兼都事	겸도사	false	false
兼都承旨	겸도승지	false	false
兼都評議使司事	겸도평의사사사	false	false
兼金	겸금	false	false
兼銜	겸함	false	false
兼銜하다	겸함하다	false	false
兼防禦使	겸방어사	false	false
兼領	겸령	false	false
兼領하다	겸령하다	false	false
兼치다	겸치다	false	false
兼하다	겸하다	false	false
冀	기	false	false
冀圖	기도	false	false
冀圖되다	기도되다	false	false
冀圖하다	기도하다	false	false
冀州	지저우	false	false
冀望	기망	false	false
冀望하다	기망하다	false	false
冀願	기원	false	false
円	엔	false	false
冉伯牛	염백우	false	false
冉冉	염염	false	false
冉冉하다	염염하다	false	false
冉冉히	염염히	false	false
冉奚國	염해국	false	false
冉求	염구	false	false
冉路國	염로국	false	false
冉雍	염옹	false	false
冊	책	false	false
冊價	책가	false	false
冊加衣	책가의	false	false
冊加衣하다	책가의하다	false	false
冊匣	책갑	false	false
冊卓子	책탁자	false	false
冊卷	책권	false	false
冊名	책명	false	false
冊命	책명	false	false
冊妃	책비	false	false
冊妃하다	책비하다	false	false
冊嬪	책빈	false	false
冊嬪하다	책빈하다	false	false
冊子	책자	false	false
冊客	책객	false	false
冊室	책실	false	false
冊寶	책보	false	false
冊寶腰輿	책보요여	false	false
冊封	책봉	false	false
冊封使	책봉사	false	false
冊封儀	책봉의	false	false
冊封式	책봉식	false	false
冊封文	책봉문	false	false
冊封되다	책봉되다	false	false
冊封하다	책봉하다	false	false
冊帒	책대	false	false
冊床	책상	false	false
冊床兩班	책상양반	false	false
冊床盤	책상반	false	false
冊床褓	책상보	false	false
冊床退物	책상퇴물	false	false
冊床다리	책상다리	false	false
冊床다리가새틀음	책상다리가새틀음	false	false
冊床다리하다	책상다리하다	false	false
冊床다리황새두렁넘기	책상다리황새두렁넘기	false	false
冊床머리	책상머리	false	false
冊床물림	책상물림	false	false
冊店	책점	false	false
冊庫	책고	false	false
冊廛	책전	false	false
冊張	책장	false	false
冊房	책방	false	false
冊文	책문	false	false
冊文匣	책문갑	false	false
冊曆	책력	false	false
冊書	책서	false	false
冊書하다	책서하다	false	false
冊板	책판	false	false
冊架圖	책가도	false	false
冊案	책안	false	false
冊櫃	책궤	false	false
冊欌	책장	false	false
冊甲	책갑	false	false
冊禮	책례	false	false
冊禮하다	책례하다	false	false
冊立	책립	false	false
冊立되다	책립되다	false	false
冊立하다	책립하다	false	false
冊籠	책롱	false	false
冊絲	책사	false	false
冊肆	책사	false	false
冊葉	책엽	false	false
冊衣	책의	false	false
冊衣하다	책의하다	false	false
冊褓	책보	false	false
冊褓자기	책보자기	false	false
冊貰	책세	false	false
冊가	책가	false	false
冊가방	책가방	false	false
冊가우지	책가우지	false	false
冊가위	책가위	false	false
冊가위하다	책가위하다	false	false
冊갈피	책갈피	false	false
冊값	책값	false	false
冊개비	책개비	false	false
冊거리	책거리	false	false
冊걸床	책걸상	false	false
冊글씨	책글씨	false	false
冊껍데기	책껍데기	false	false
冊꽂이	책꽂이	false	false
冊날개	책날개	false	false
冊다듬이벌레	책다듬이벌레	false	false
冊대	책대	false	false
冊덮개	책덮개	false	false
冊등	책등	false	false
冊뚜껑	책뚜껑	false	false
冊머리	책머리	false	false
冊받침	책받침	false	false
冊벌레	책벌레	false	false
冊송곳	책송곳	false	false
冊술	책술	false	false
冊시렁	책시렁	false	false
冊시세	책시세	false	false
冊실	책실	false	false
冊싸개	책싸개	false	false
冊씻이	책씻이	false	false
冊씻이하다	책씻이하다	false	false
冊치레	책치레	false	false
冊치레하다	책치레하다	false	false
冊허파	책허파	false	false
再	재	false	false
再一次	재일차	false	false
再三	재삼	false	false
再三再四	재삼재사	false	false
再三思之	재삼사지	false	false
再三思之하다	재삼사지하다	false	false
再上皮化	재상피화	false	false
再上皮化하다	재상피화하다	false	false
再中斷	재중단	false	false
再中斷되다	재중단되다	false	false
再中斷하다	재중단하다	false	false
再主訊問	재주신문	false	false
再交付	재교부	false	false
再交付되다	재교부되다	false	false
再交付하다	재교부하다	false	false
再交涉	재교섭	false	false
再交涉되다	재교섭되다	false	false
再交涉하다	재교섭하다	false	false
再任	재임	false	false
再任命	재임명	false	false
再任命되다	재임명되다	false	false
再任命하다	재임명하다	false	false
再任用	재임용	false	false
再任用되다	재임용되다	false	false
再任用하다	재임용하다	false	false
再任되다	재임되다	false	false
再任하다	재임하다	false	false
再伸	재신	false	false
再伸하다	재신하다	false	false
再來	재래	false	false
再來하다	재래하다	false	false
再侵	재침	false	false
再侵攻	재침공	false	false
再侵攻하다	재침공하다	false	false
再侵略	재침략	false	false
再侵略하다	재침략하다	false	false
再侵하다	재침하다	false	false
再保管	재보관	false	false
再保險	재보험	false	false
再保險하다	재보험하다	false	false
再修	재수	false	false
再修生	재수생	false	false
再修하다	재수하다	false	false
再償還	재상환	false	false
再充電	재충전	false	false
再充電하다	재충전하다	false	false
再入	재입	false	false
再入國	재입국	false	false
再入國되다	재입국되다	false	false
再入國하다	재입국하다	false	false
再入札	재입찰	false	false
再入札하다	재입찰하다	false	false
再入하다	재입하다	false	false
再再昨年	재재작년	false	false
再再昨日	재재작일	false	false
再出	재출	false	false
再出戰	재출전	false	false
再出戰하다	재출전하다	false	false
再出現	재출현	false	false
再出現하다	재출현하다	false	false
再出發	재출발	false	false
再出發하다	재출발하다	false	false
再出馬	재출마	false	false
再出馬하다	재출마하다	false	false
再出하다	재출하다	false	false
再分割	재분할	false	false
再分割되다	재분할되다	false	false
再分割하다	재분할하다	false	false
再分配	재분배	false	false
再分配되다	재분배되다	false	false
再分配하다	재분배하다	false	false
再分類	재분류	false	false
再分類되다	재분류되다	false	false
再分類하다	재분류하다	false	false
再刊	재간	false	false
再刊되다	재간되다	false	false
再刊하다	재간하다	false	false
再判定	재판정	false	false
再判定되다	재판정되다	false	false
再判定하다	재판정하다	false	false
再削	재삭	false	false
再削하다	재삭하다	false	false
再割	재할	false	false
再割引	재할인	false	false
再割引料	재할인료	false	false
再割引되다	재할인되다	false	false
再割引하다	재할인하다	false	false
再割하다	재할하다	false	false
再創造	재창조	false	false
再創造하다	재창조하다	false	false
再加	재가	false	false
再勤	재근	false	false
再勤하다	재근하다	false	false
再協商	재협상	false	false
再協商하다	재협상하다	false	false
再協議	재협의	false	false
再協議하다	재협의하다	false	false
再受講	재수강	false	false
再受講하다	재수강하다	false	false
再合	재합	false	false
再合巡	재합순	false	false
再合巡하다	재합순하다	false	false
再合되다	재합되다	false	false
再合하다	재합하다	false	false
再吟味	재음미	false	false
再吟味하다	재음미하다	false	false
再吸收	재흡수	false	false
再吹	재취	false	false
再吹하다	재취하다	false	false
再唱	재창	false	false
再唱하다	재창하다	false	false
再啓	재계	false	false
再啓하다	재계하다	false	false
再回	재회	false	false
再執權	재집권	false	false
再執權하다	재집권하다	false	false
再堂叔	재당숙	false	false
再堂叔母	재당숙모	false	false
再堂姪	재당질	false	false
再堂姪女	재당질녀	false	false
再報	재보	false	false
再報하다	재보하다	false	false
再壁	재벽	false	false
再壁질	재벽질	false	false
再壁질하다	재벽질하다	false	false
再壁하다	재벽하다	false	false
再契約	재계약	false	false
再契約되다	재계약되다	false	false
再契約하다	재계약하다	false	false
再奪還	재탈환	false	false
再奪還되다	재탈환되다	false	false
再奪還하다	재탈환하다	false	false
再娶	재취	false	false
再娶하다	재취하다	false	false
再婚	재혼	false	false
再婚하다	재혼하다	false	false
再嫁	재가	false	false
再嫁女子禁錮	재가녀자금고	false	false
再嫁하다	재가하다	false	false
再學習	재학습	false	false
再學習法	재학습법	false	false
再學習하다	재학습하다	false	false
再安	재안	false	false
再安하다	재안하다	false	false
再室	재실	false	false
再宿	재숙	false	false
再宿하다	재숙하다	false	false
再審	재심	false	false
再審査	재심사	false	false
再審査되다	재심사되다	false	false
再審査하다	재심사하다	false	false
再審되다	재심되다	false	false
再審하다	재심하다	false	false
再就業	재취업	false	false
再就業하다	재취업하다	false	false
再展開	재전개	false	false
再山呼	재산호	false	false
再山呼하다	재산호하다	false	false
再巡	재순	false	false
再序	재서	false	false
再度	재도	false	false
再度習儀	재도습의	false	false
再建	재건	false	false
再建服	재건복	false	false
再建築	재건축	false	false
再建築되다	재건축되다	false	false
再建築하다	재건축하다	false	false
再建되다	재건되다	false	false
再建하다	재건하다	false	false
再形成	재형성	false	false
再形成되다	재형성되다	false	false
再形成하다	재형성하다	false	false
再役	재역	false	false
再役하다	재역하다	false	false
再從	재종	false	false
再從兄	재종형	false	false
再從兄弟	재종형제	false	false
再從叔	재종숙	false	false
再從叔母	재종숙모	false	false
再從同壻	재종동서	false	false
再從大姑	재종대고	false	false
再從妹	재종매	false	false
再從妹夫	재종매부	false	false
再從姑母	재종고모	false	false
再從姑母夫	재종고모부	false	false
再從姪	재종질	false	false
再從姪女	재종질녀	false	false
再從嫂	재종수	false	false
再從孫	재종손	false	false
再從孫壻	재종손서	false	false
再從孫女	재종손녀	false	false
再從孫婦	재종손부	false	false
再從孫子	재종손자	false	false
再從弟	재종제	false	false
再從氏	재종씨	false	false
再從祖	재종조	false	false
再從祖姑	재종조고	false	false
再從祖母	재종조모	false	false
再從祖父	재종조부	false	false
再從祖할머니	재종조할머니	false	false
再從祖할아버지	재종조할아버지	false	false
再從間	재종간	false	false
再循環	재순환	false	false
再徵	재징	false	false
再徵하다	재징하다	false	false
再思	재사	false	false
再思하다	재사하다	false	false
再感染	재감염	false	false
再成	재성	false	false
再成醬	재성장	false	false
再成하다	재성하다	false	false
再手術	재수술	false	false
再手術하다	재수술하다	false	false
再投入	재투입	false	false
再投票	재투표	false	false
再投票하다	재투표하다	false	false
再投資	재투자	false	false
再投資하다	재투자하다	false	false
再抗告	재항고	false	false
再抗告하다	재항고하다	false	false
再抗辯	재항변	false	false
再抗辯하다	재항변하다	false	false
再拂金	재불금	false	false
再拜	재배	false	false
再拜하다	재배하다	false	false
再按手	재안수	false	false
再推戴	재추대	false	false
再推戴되다	재추대되다	false	false
再推戴하다	재추대하다	false	false
再推進	재추진	false	false
再推進하다	재추진하다	false	false
再揀	재간	false	false
再揀擇	재간택	false	false
再揀擇하다	재간택하다	false	false
再揀하다	재간하다	false	false
再搜査	재수사	false	false
再搜査하다	재수사하다	false	false
再擧	재거	false	false
再擧하다	재거하다	false	false
再收拾	재수습	false	false
再收拾되다	재수습되다	false	false
再收拾하다	재수습하다	false	false
再收監	재수감	false	false
再收監되다	재수감되다	false	false
再收監하다	재수감하다	false	false
再改	재개	false	false
再改議	재개의	false	false
再改議하다	재개의하다	false	false
再改하다	재개하다	false	false
再攻掠	재공략	false	false
再攻掠하다	재공략하다	false	false
再放	재방	false	false
再放送	재방송	false	false
再放送되다	재방송되다	false	false
再放送하다	재방송하다	false	false
再放되다	재방되다	false	false
再放하다	재방하다	false	false
再敎育	재교육	false	false
再敎育되다	재교육되다	false	false
再敎育하다	재교육하다	false	false
再敗	재패	false	false
再敗하다	재패하다	false	false
再整	재정	false	false
再整備	재정비	false	false
再整備되다	재정비되다	false	false
再整備하다	재정비하다	false	false
再整理	재정리	false	false
再整理되다	재정리되다	false	false
再整理하다	재정리하다	false	false
再整되다	재정되다	false	false
再整하다	재정하다	false	false
再施工	재시공	false	false
再施工되다	재시공되다	false	false
再施工하다	재시공하다	false	false
再施破産	재시파산	false	false
再明年	재명년	false	false
再明日	재명일	false	false
再易田	재역전	false	false
再昨	재작	false	false
再昨年	재작년	false	false
再昨日	재작일	false	false
再會	재회	false	false
再會하다	재회하다	false	false
再服務	재복무	false	false
再服務하다	재복무하다	false	false
再服役	재복역	false	false
再服役하다	재복역하다	false	false
再校	재교	false	false
再校하다	재교하다	false	false
再構	재구	false	false
再構成	재구성	false	false
再構成法	재구성법	false	false
再構成되다	재구성되다	false	false
再構成하다	재구성하다	false	false
再構되다	재구되다	false	false
再構하다	재구하다	false	false
再檢査	재검사	false	false
再檢査하다	재검사하다	false	false
再檢討	재검토	false	false
再檢討되다	재검토되다	false	false
再檢討하다	재검토하다	false	false
再檢診	재검진	false	false
再檢證	재검증	false	false
再檢證하다	재검증하다	false	false
再次	재차	false	false
再次習儀	재차습의	false	false
再正立	재정립	false	false
再正立되다	재정립되다	false	false
再正立하다	재정립하다	false	false
再武裝	재무장	false	false
再武裝되다	재무장되다	false	false
再武裝하다	재무장하다	false	false
再歸	재귀	false	false
再歸化	재귀화	false	false
再歸化하다	재귀화하다	false	false
再歸熱	재귀열	false	false
再歸하다	재귀하다	false	false
再決定	재결정	false	false
再決定되다	재결정되다	false	false
再決定하다	재결정하다	false	false
再沈	재침	false	false
再沈殿	재침전	false	false
再沙	재사	false	false
再沙하다	재사하다	false	false
再洗禮派	재세례파	false	false
再活	재활	false	false
再活用	재활용	false	false
再活用品	재활용품	false	false
再活用率	재활용률	false	false
再活用되다	재활용되다	false	false
再活用하다	재활용하다	false	false
再活院	재활원	false	false
再活하다	재활하다	false	false
再湯	재탕	false	false
再湯하다	재탕하다	false	false
再準	재준	false	false
再準하다	재준하다	false	false
再演	재연	false	false
再演되다	재연되다	false	false
再演하다	재연하다	false	false
再激突	재격돌	false	false
再激突하다	재격돌하다	false	false
再煎	재전	false	false
再煎菓	재전과	false	false
再煎하다	재전하다	false	false
再照明	재조명	false	false
再照明되다	재조명되다	false	false
再照明하다	재조명하다	false	false
再燃	재연	false	false
再燃되다	재연되다	false	false
再燃하다	재연하다	false	false
再燔	재번	false	false
再燔되다	재번되다	false	false
再燔하다	재번하다	false	false
再版	재판	false	false
再版되다	재판되다	false	false
再版하다	재판하다	false	false
再犯	재범	false	false
再犯하다	재범하다	false	false
再現	재현	false	false
再現部	재현부	false	false
再現되다	재현되다	false	false
再現하다	재현하다	false	false
再生	재생	false	false
再生之人	재생지인	false	false
再生之德	재생지덕	false	false
再生之恩	재생지은	false	false
再生劑	재생제	false	false
再生品	재생품	false	false
再生廠	재생창	false	false
再生性	재생성	false	false
再生林	재생림	false	false
再生毛	재생모	false	false
再生油	재생유	false	false
再生法	재생법	false	false
再生産	재생산	false	false
再生産되다	재생산되다	false	false
再生産하다	재생산하다	false	false
再生種	재생종	false	false
再生紙	재생지	false	false
再生芽	재생아	false	false
再生고무	재생고무	false	false
再生되다	재생되다	false	false
再生비누	재생비누	false	false
再生하다	재생하다	false	false
再由	재유	false	false
再由하다	재유하다	false	false
再當選	재당선	false	false
再當選되다	재당선되다	false	false
再當選하다	재당선하다	false	false
再痛	재통	false	false
再痛하다	재통하다	false	false
再登錄	재등록	false	false
再登錄하다	재등록하다	false	false
再發	재발	false	false
再發率	재발률	false	false
再發給	재발급	false	false
再發給되다	재발급되다	false	false
再發給하다	재발급하다	false	false
再發見	재발견	false	false
再發見되다	재발견되다	false	false
再發見하다	재발견하다	false	false
再發되다	재발되다	false	false
再發하다	재발하다	false	false
再着手	재착수	false	false
再着手하다	재착수하다	false	false
再破碎	재파쇄	false	false
再破碎되다	재파쇄되다	false	false
再破碎하다	재파쇄하다	false	false
再確認	재확인	false	false
再確認되다	재확인되다	false	false
再確認하다	재확인하다	false	false
再祚	재조	false	false
再祚하다	재조하다	false	false
再移入	재이입	false	false
再移入하다	재이입하다	false	false
再移出	재이출	false	false
再移出하다	재이출하다	false	false
再稼動	재가동	false	false
再稼動되다	재가동되다	false	false
再稼動하다	재가동하다	false	false
再積送	재적송	false	false
再積送標	재적송표	false	false
再突入	재돌입	false	false
再突入體	재돌입체	false	false
再突入하다	재돌입하다	false	false
再立	재립	false	false
再立하다	재립하다	false	false
再競技	재경기	false	false
再競技하다	재경기하다	false	false
再競賣	재경매	false	false
再競賣되다	재경매되다	false	false
再競賣하다	재경매하다	false	false
再築	재축	false	false
再築되다	재축되다	false	false
再築하다	재축하다	false	false
再組合	재조합	false	false
再組合型	재조합형	false	false
再組織	재조직	false	false
再組織되다	재조직되다	false	false
再組織하다	재조직하다	false	false
再結合	재결합	false	false
再結合되다	재결합되다	false	false
再結合하다	재결합하다	false	false
再結晶	재결정	false	false
再結晶되다	재결정되다	false	false
再結晶하다	재결정하다	false	false
再結束	재결속	false	false
再統一	재통일	false	false
再統一되다	재통일되다	false	false
再統一하다	재통일하다	false	false
再統合	재통합	false	false
再統合되다	재통합되다	false	false
再統合하다	재통합하다	false	false
再緣	재연	false	false
再緣하다	재연하다	false	false
再編	재편	false	false
再編成	재편성	false	false
再編成되다	재편성되다	false	false
再編成하다	재편성하다	false	false
再編輯	재편집	false	false
再編輯되다	재편집되다	false	false
再編輯하다	재편집하다	false	false
再編되다	재편되다	false	false
再編하다	재편하다	false	false
再繰	재조	false	false
再繰機	재조기	false	false
再繰하다	재조하다	false	false
再考	재고	false	false
再考三思	재고삼사	false	false
再考三思하다	재고삼사하다	false	false
再考하다	재고하다	false	false
再耕	재경	false	false
再耕하다	재경하다	false	false
再臨	재림	false	false
再臨派	재림파	false	false
再臨하다	재림하다	false	false
再致	재치	false	false
再興	재흥	false	false
再興하다	재흥하다	false	false
再蒸溜	재증류	false	false
再蒸溜水	재증류수	false	false
再蒸溜되다	재증류되다	false	false
再蒸溜하다	재증류하다	false	false
再蒸餠	재증병	false	false
再蒸편	재증편	false	false
再處理	재처리	false	false
再處理하다	재처리하다	false	false
再虞	재우	false	false
再蝕	재식	false	false
再蝕하다	재식하다	false	false
再衆會	재중회	false	false
再行	재행	false	false
再行하다	재행하다	false	false
再補選	재보선	false	false
再裝備	재장비	false	false
再裝備되다	재장비되다	false	false
再裝備하다	재장비하다	false	false
再裝彈	재장탄	false	false
再裝彈되다	재장탄되다	false	false
再裝彈하다	재장탄하다	false	false
再製	재제	false	false
再製品	재제품	false	false
再製毛	재제모	false	false
再製酒	재제주	false	false
再製鹽	재제염	false	false
再製하다	재제하다	false	false
再褙	재배	false	false
再褙紙	재배지	false	false
再褙하다	재배하다	false	false
再褶曲	재습곡	false	false
再覆	재복	false	false
再覆하다	재복하다	false	false
再解釋	재해석	false	false
再解釋하다	재해석하다	false	false
再言	재언	false	false
再言하다	재언하다	false	false
再訂	재정	false	false
再訂되다	재정되다	false	false
再訂하다	재정하다	false	false
再計	재계	false	false
再計하다	재계하다	false	false
再訊問	재신문	false	false
再訓鍊	재훈련	false	false
再訓鍊되다	재훈련되다	false	false
再訓鍊하다	재훈련하다	false	false
再記	재기	false	false
再記되다	재기되다	false	false
再記하다	재기하다	false	false
再訴	재소	false	false
再訴하다	재소하다	false	false
再診	재진	false	false
再診療費	재진료비	false	false
再評價	재평가	false	false
再評價稅	재평가세	false	false
再評價額	재평가액	false	false
再評價되다	재평가되다	false	false
再評價하다	재평가하다	false	false
再試驗	재시험	false	false
再試驗하다	재시험하다	false	false
再認	재인	false	false
再認法	재인법	false	false
再認識	재인식	false	false
再認識되다	재인식되다	false	false
再認識하다	재인식하다	false	false
再認되다	재인되다	false	false
再認하다	재인하다	false	false
再誦	재송	false	false
再誦하다	재송하다	false	false
再說	재설	false	false
再說하다	재설하다	false	false
再調整	재조정	false	false
再調整되다	재조정되다	false	false
再調整하다	재조정하다	false	false
再調査	재조사	false	false
再調査되다	재조사되다	false	false
再調査하다	재조사하다	false	false
再請	재청	false	false
再請求	재청구	false	false
再請求하다	재청구하다	false	false
再請禪	재청선	false	false
再請하다	재청하다	false	false
再論	재론	false	false
再論되다	재론되다	false	false
再論하다	재론하다	false	false
再講	재강	false	false
再講하다	재강하다	false	false
再議	재의	false	false
再議되다	재의되다	false	false
再議하다	재의하다	false	false
再讀	재독	false	false
再讀하다	재독하다	false	false
再變	재변	false	false
再變되다	재변되다	false	false
再變하다	재변하다	false	false
再販	재판	false	false
再販賣	재판매	false	false
再販賣하다	재판매하다	false	false
再賣	재매	false	false
再賣하다	재매하다	false	false
再起	재기	false	false
再起訴	재기소	false	false
再起訴하다	재기소하다	false	false
再起되다	재기되다	false	false
再起하다	재기하다	false	false
再軍備	재군비	false	false
再軍備하다	재군비하다	false	false
再輝	재휘	false	false
再輸入	재수입	false	false
再輸入되다	재수입되다	false	false
再輸入하다	재수입하다	false	false
再輸出	재수출	false	false
再輸出되다	재수출되다	false	false
再輸出하다	재수출하다	false	false
再轉	재전	false	false
再轉相續	재전상속	false	false
再轉되다	재전되다	false	false
再轉하다	재전하다	false	false
再送	재송	false	false
再送되다	재송되다	false	false
再送하다	재송하다	false	false
再造	재조	false	false
再造之恩	재조지은	false	false
再造하다	재조하다	false	false
再逢	재봉	false	false
再逢春	재봉춘	false	false
再逢春하다	재봉춘하다	false	false
再逢하다	재봉하다	false	false
再進	재진	false	false
再進攻	재진공	false	false
再進攻하다	재진공하다	false	false
再進하다	재진하다	false	false
再運船	재운선	false	false
再遡求	재소구	false	false
再選	재선	false	false
再選擧	재선거	false	false
再選擧하다	재선거하다	false	false
再選되다	재선되다	false	false
再選하다	재선하다	false	false
再都給者	재도급자	false	false
再配列法	재배열법	false	false
再配定	재배정	false	false
再配定되다	재배정되다	false	false
再配定하다	재배정하다	false	false
再配當	재배당	false	false
再配當되다	재배당되다	false	false
再配當하다	재배당하다	false	false
再配置	재배치	false	false
再配置되다	재배치되다	false	false
再配置하다	재배치하다	false	false
再醮	재초	false	false
再醮婦	재초부	false	false
再醮하다	재초하다	false	false
再錄	재록	false	false
再錄되다	재록되다	false	false
再錄하다	재록하다	false	false
再鍊	재련	false	false
再鍊鉋	재련포	false	false
再鍊질	재련질	false	false
再鍊질하다	재련질하다	false	false
再鍊하다	재련하다	false	false
再鑄	재주	false	false
再鑄하다	재주하다	false	false
再開	재개	false	false
再開封	재개봉	false	false
再開封하다	재개봉하다	false	false
再開發	재개발	false	false
再開發되다	재개발되다	false	false
再開發하다	재개발하다	false	false
再開되다	재개되다	false	false
再開하다	재개하다	false	false
再閏	재윤	false	false
再闡明	재천명	false	false
再闡明되다	재천명되다	false	false
再闡明하다	재천명하다	false	false
再降臨	재강림	false	false
再陳	재진	false	false
再電送	재전송	false	false
再電送하다	재전송하다	false	false
再領聖體	재영성체	false	false
再顧	재고	false	false
再顧하다	재고하다	false	false
再體制化	재체제화	false	false
再體制化하다	재체제화하다	false	false
再鹽	재염	false	false
再鹽化	재염화	false	false
再鹽化하다	재염화하다	false	false
再黜	재출	false	false
再黜하다	재출하다	false	false
再點	재점	false	false
再點檢	재점검	false	false
再點檢하다	재점검하다	false	false
再點하다	재점하다	false	false
再벌	재벌	false	false
再벌漆	재벌칠	false	false
再벌깎음질	재벌깎음질	false	false
再벌질	재벌질	false	false
再벌질하다	재벌질하다	false	false
再심	재심	false	false
再장구치다	재장구치다	false	false
再지니	재지니	false	false
再짜	재짜	false	false
再처	재처	false	false
再힘	재힘	false	false
冒入	모입	false	false
冒入하다	모입하다	false	false
冒占	모점	false	false
冒占하다	모점하다	false	false
冒名	모명	false	false
冒名하다	모명하다	false	false
冒告白	모고백	false	false
冒告白하다	모고백하다	false	false
冒告解	모고해	false	false
冒告解하다	모고해하다	false	false
冒器作	모기작	false	false
冒姓	모성	false	false
冒姓하다	모성하다	false	false
冒家	모가	false	false
冒寒	모한	false	false
冒寒하다	모한하다	false	false
冒年	모년	false	false
冒年老除	모년노제	false	false
冒年하다	모년하다	false	false
冒廉	모렴	false	false
冒廉하다	모렴하다	false	false
冒擧	모거	false	false
冒擧하다	모거하다	false	false
冒擬	모의	false	false
冒擬하다	모의하다	false	false
冒昧	모매	false	false
冒昧하다	모매하다	false	false
冒沒	모몰	false	false
冒沒廉恥	모몰염치	false	false
冒沒廉恥하다	모몰염치하다	false	false
冒沒하다	모몰하다	false	false
冒減	모감	false	false
冒減하다	모감하다	false	false
冒濁	모탁	false	false
冒濁하다	모탁하다	false	false
冒濫	모람	false	false
冒濫하다	모람하다	false	false
冒瀆	모독	false	false
冒瀆罪	모독죄	false	false
冒瀆하다	모독하다	false	false
冒犯	모범	false	false
冒犯하다	모범하다	false	false
冒稱	모칭	false	false
冒稱하다	모칭하다	false	false
冒突	모돌	false	false
冒突하다	모돌하다	false	false
冒給	모급	false	false
冒給하다	모급하다	false	false
冒耕	모경	false	false
冒耕하다	모경하다	false	false
冒良	모량	false	false
冒良하다	모량하다	false	false
冒萬死	모만사	false	false
冒萬死하다	모만사하다	false	false
冒葬	모장	false	false
冒葬하다	모장하다	false	false
冒襲	모습	false	false
冒襲하다	모습하다	false	false
冒認	모인	false	false
冒進	모진	false	false
冒進하다	모진하다	false	false
冒錄	모록	false	false
冒錄하다	모록하다	false	false
冒險	모험	false	false
冒險主義	모험주의	false	false
冒險主義的	모험주의적	false	false
冒險事業	모험사업	false	false
冒險家	모험가	false	false
冒險心	모험심	false	false
冒險性	모험성	false	false
冒險的	모험적	false	false
冒險記	모험기	false	false
冒險談	모험담	false	false
冒險貸借	모험대차	false	false
冒險하다	모험하다	false	false
冒雨	모우	false	false
冒雨하다	모우하다	false	false
冒雪	모설	false	false
冒雪하다	모설하다	false	false
冒頉人	모탈인	false	false
冒領聖體	모령성체	false	false
冒頭	모두	false	false
冒風	모풍	false	false
冒風하다	모풍하다	false	false
冕旒	면류	false	false
冕旒冠	면류관	false	false
冕服	면복	false	false
冠	관	false	false
冠不全	관부전	false	false
冠冕	관면	false	false
冠動脈	관동맥	false	false
冠名	관명	false	false
冠婚	관혼	false	false
冠婚喪祭	관혼상제	false	false
冠婚喪禮	관혼상례	false	false
冠履	관리	false	false
冠履倒易	관리도역	false	false
冠履顚倒	관리전도	false	false
冠屨袍帶	관구포대	false	false
冠岳山	관악산	false	false
冠峯遺稿	관봉유고	false	false
冠巖山	관암산	false	false
冠帶	관대	false	false
冠帶之國	관대지국	false	false
冠帶板	관대판	false	false
冠帶行公	관대행공	false	false
冠帽	관모	false	false
冠帽山地獄나비	관모산지옥나비	false	false
冠帽峯	관모봉	false	false
冠帽峯地獄나비	관모봉지옥나비	false	false
冠帽개미자리	관모개미자리	false	false
冠帽박새	관모박새	false	false
冠座	관좌	false	false
冠形句	관형구	false	false
冠形形	관형형	false	false
