hanja	hangul	require_hanja	require_hangul
印긴	인긴	false	false
厚禮	후례	false	false
旛	번	false	false
牽馬	견마	false	false
男便	남편	false	false
癩疾	라질	false	false
禮數	례수	false	false
禮數다	례수다	false	false
蓼花	료화	false	false
蓼花대	료화대	false	false
郞官	랑관	false	false
間	간	false	false
魚驗	어험	false	false
鱸魚	로어	false	false
黃질	황질	false	false
술罇	술준	false	false
