hanja	hangul	require_hanja	require_hangul
後보롬	후보롬	false	false
後애비	훗애비	false	false
後어마	훗어마	false	false
後어마니	훗어마니	false	false
後어마이	훗어마이	false	false
後어매	훗어매	false	false
後어머니	훗어머니	false	false
後엄마	훗엄마	false	false
後엄매	훗엄매	false	false
後옴마니	훗옴마니	false	false
後음마	훗음마	false	false
後제	후제	false	false
後지	후지	false	false
後째	후째	false	false
後찌	후찌	false	false
後참	후참	false	false
得男酒	득남주	false	false
得男잔치	득남잔치	false	false
從손지	종손지	false	false
御夫人	어부인	false	false
復苗	부묘	false	false
德性시리	덕성시리	false	false
德살머리	덕살머리	false	false
德시리	덕시리	false	false
心亂시롭다	심란시롭다	false	false
心臟벵	심장벵	false	false
心術곱다	심술곱다	false	false
心術꾸럭지	심술꾸럭지	false	false
心術꾸레기	심술꾸레기	false	false
心術텡이	심술텡이	false	false
心術튕이	심술튕이	false	false
心術푸리	심술푸리	false	false
心術피우다	심술피우다	false	false
心청머리	심청머리	false	false
心청부리다	심청부리다	false	false
心청스럽다	심청스럽다	false	false
心치	심치	false	false
心통가지	심통가지	false	false
忘施	망시	false	false
忘施놓다	망시놓다	false	false
急겡사	급겡사	false	false
急재기	급재기	false	false
急재키	급재키	false	false
性質머리	성질머리	false	false
怪常시룹다	괴상시룹다	false	false
怪常얄궂이하다	괴상얄궂이하다	false	false
怯데이	겁데이	false	false
怯디	겁디	false	false
怯똥	겁똥	false	false
怯똥갈기다	겁똥갈기다	false	false
怯똥싸다	겁똥싸다	false	false
怯묵다	겁묵다	false	false
怯자	겁자	false	false
怯자이	겁자이	false	false
怯재	겁재	false	false
怯재기	겁재기	false	false
怯재이	겁재이	false	false
怯쟤	겁쟤	false	false
怯절	겁절	false	false
怯제	겁제	false	false
怯젱이	겁젱이	false	false
恐喝쟁이	공갈쟁이	false	false
恥事시럽다	치사시럽다	false	false
恥事시리	치사시리	false	false
情겨웁다	정겨웁다	false	false
情내미	정내미	false	false
情니미	정니미	false	false
情딜이다	정딜이다	false	false
惡데	악데	false	false
惡티	악티	false	false
惹端벅구	야단벅구	false	false
惹端벅구통	야단벅구통	false	false
惹端법세기	야단법세기	false	false
惹端시레	야단시레	false	false
惹端시롭다	야단시롭다	false	false
惹端시리	야단시리	false	false
愚惡시롭다	우악시롭다	false	false
愚惡시릅다	우악시릅다	false	false
愚惡시리	우악시리	false	false
態度스럽다	태도스럽다	false	false
慢性벵	만성벵	false	false
憂鬱벵	우울벵	false	false
憤慨풀이	분개풀이	false	false
憤慨풀이허다	분개풀이허다	false	false
憤절	분절	false	false
憤짐	분짐	false	false
憫惘시리	민망시리	false	false
戀愛벵	연애벵	false	false
成川나다	성천나다	false	false
或間가다	혹간가다	false	false
或間가다가	혹간가다가	false	false
或가다가	혹가다가	false	false
戶口별상	호구별상	false	false
房帳	방장	false	false
房板	방판	false	false
房燈	방등	false	false
房고리	방고리	false	false
房골	방골	false	false
房구둘	방구둘	false	false
房구숙	방구숙	false	false
房구적	방구적	false	false
房부닥	방부닥	false	false
房씰개	방씰개	false	false
房작	방작	false	false
所避허다	소피허다	false	false
扇風게	선풍게	false	false
手德	수덕	false	false
才弄디	재롱디	false	false
才弄하다	재롱하다	false	false
才딩이	재딩이	false	false
抑鬱헙다	억울헙다	false	false
折半죽음	절반죽음	false	false
抛棄치다	포기치다	false	false
抱願	포원	false	false
押삔	압삔	false	false
拙토뱅이	졸토뱅이	false	false
拜席자리	배석자리	false	false
指南石가레	지남석가레	false	false
捕枾網	포시망	false	false
掌금	장금	false	false
掌심	장심	false	false
排判	배판	false	false
排水道	배수도	false	false
排水도랑	배숫도랑	false	false
搗機	도기	false	false
搗穀기게	도곡기게	false	false
搗臼桶	도구통	false	false
搗臼굉이	도굿굉이	false	false
搗臼대	도굿대	false	false
搗臼대桶	도굿대통	false	false
搗臼댕이	도굿댕이	false	false
搗臼바	도굿바	false	false
搗臼방앗고	도굿방앗고	false	false
搗臼방에	도굿방에	false	false
搗臼텅	도구텅	false	false
搗臼텅이	도구텅이	false	false
搗臼텡이	도구텡이	false	false
搗臼퉁	도구퉁	false	false
擧皆分	거개분	false	false
支下	지하	false	false
收穀	수곡	false	false
收養아방	수양아방	false	false
收養어멍	수양어멍	false	false
放生법헤	방생법헤	false	false
敏感이	민감이	false	false
救主탕일	구주탕일	false	false
散步	산보	false	false
散炙꼬재이	산적꼬재이	false	false
文䲙구	문절구	false	false
料理間간나	요릿간간나	false	false
斤달이	근달이	false	false
新빼이	신빼이	false	false
方席	방석	false	false
方席멍석	방석멍석	false	false
方席풀	방석풀	false	false
方긋	방긋	false	false
方시기	방시기	false	false
於中그랑	어중그랑	false	false
於中그랑하다	어중그랑하다	false	false
於中띠다	어중띠다	false	false
於中차다	어중차다	false	false
旅幕질	여막질	false	false
旣往이모	기왕이모	false	false
旣往이믄	기왕이믄	false	false
日射벵	일사벵	false	false
日本감재	일본감재	false	false
日本물질	일본물질	false	false
日本장물	일본장물	false	false
日用품팔이	일용품팔이	false	false
春舌	춘설	false	false
春舌刻	춘설각	false	false
時今	시금	false	false
時勢엇다	시세엇다	false	false
時勢읎다	시세읎다	false	false
時勢읏다	시세읏다	false	false
時時리	시시리	false	false
時晩허다	시만허다	false	false
時計불아리	시계불아리	false	false
時間페	시간페	false	false
時間포	시간포	false	false
時쇠	시쇠	false	false
晝夜장창	주야장창	false	false
晨昏哭	신혼곡	false	false
晩각	만각	false	false
普通내이	보통내이	false	false
智異山냉이바람	지리산냉이바람	false	false
書房보내다	서방보내다	false	false
曾손지	증손지	false	false
曾할메	증할메	false	false
會춤	회춤	false	false
月給封套紙	월급봉투지	false	false
月료일	월료일	false	false
月여일	월여일	false	false
月오일	월오일	false	false
服초매	복초매	false	false
服치매	복치매	false	false
服치메	복치메	false	false
望月놀이	망월놀이	false	false
望月이	망월이	false	false
望가지	망가지	false	false
望시이	망시이	false	false
望우리	망우리	false	false
望재이	망재이	false	false
望쟁이	망쟁이	false	false
望주	망주	false	false
望지기	망지기	false	false
朝前	조전	false	false
朝飯가심	조반가심	false	false
朝飯가음	조반가음	false	false
朝鮮醬물	조선장물	false	false
朝鮮깽이	조선깽이	false	false
朝鮮무꾸	조선무꾸	false	false
朝鮮무수	조선무수	false	false
朝鮮뮈	조선뮈	false	false
朝鮮삽가래	조선삽가래	false	false
朝鮮솔	조선솔	false	false
朝鮮솟	조선솟	false	false
朝鮮솥	조선솥	false	false
朝鮮쟁기	조선쟁기	false	false
朝鮮종오	조선종오	false	false
朝鮮종우	조선종우	false	false
朝鮮지릉	조선지릉	false	false
朝鮮지아	조선지아	false	false
朝鮮홀태	조선홀태	false	false
期成헤	기성헤	false	false
期於	기어	false	false
期於必	기어필	false	false
期於꼬	기어꼬	false	false
期於꾸	기어꾸	false	false
期於쿠	기어쿠	false	false
期於키	기어키	false	false
期於히	기어히	false	false
期米쌀	기미쌀	false	false
木內服	목내복	false	false
木手새	목수새	false	false
木枕토막	목침토막	false	false
木花송어리	목화송어리	false	false
木花쇵이	목화쇵이	false	false
木花쒜기	목화쒜기	false	false
木다배	목다배	false	false
木베개	목베개	false	false
木사추	목사추	false	false
木새기	목새기	false	false
木절	목절	false	false
木티기	목티기	false	false
木함지	목함지	false	false
未安시럽다	미안시럽다	false	false
未安시리	미안시리	false	false
未審질	미심질	false	false
未成前	미성전	false	false
末자치	말자치	false	false
末젯년	말젯년	false	false
末짜이	말짜이	false	false
末짝	말짝	false	false
本	귀따기	false	false
本令監	본영감	false	false
本土백이	본토백이	false	false
本土쟁이	본토쟁이	false	false
本胎生	본태생	false	false
本고당	본고당	false	false
本고양	본고양	false	false
本꼬지	본꼬지	false	false
本남펜	본남펜	false	false
本내다	본내다	false	false
本냄펜	본냄펜	false	false
本니	본니	false	false
本때기	본때기	false	false
本또	본또	false	false
本마너래	본마너래	false	false
本바닥사람	본바닥사람	false	false
本벵	본벵	false	false
本사	본사	false	false
本사리	본사리	false	false
本야	본야	false	false
本엄마	본엄마	false	false
本칫	본칫	false	false
本편	본편	false	false
本할마시	본할마시	false	false
村구섴	촌구섴	false	false
村구숙	촌구숙	false	false
村구적	촌구적	false	false
村귀티	촌귀티	false	false
村끼	촌끼	false	false
村끼바	촌끼바	false	false
村냐	촌냐	false	false
村넘	촌넘	false	false
村눔	촌눔	false	false
村느마	촌느마	false	false
村늠	촌늠	false	false
村니냐	촌니냐	false	false
村떼기	촌떼기	false	false
村띠기	촌띠기	false	false
村말	촌말	false	false
村삐가리	촌삐가리	false	false
村삐기	촌삐기	false	false
村시럽다	촌시럽다	false	false
村시리	촌시리	false	false
村질	촌질	false	false
村태	촌태	false	false
東새風	동새풍	false	false
東쪽북새	동쪽북새	false	false
東쭉	동쭉	false	false
東카름	동카름	false	false
松楸木	송추목	false	false
松津떡	송진떡	false	false
松耳버섭	송이버섭	false	false
松蟲버렝이	송충버렝이	false	false
松낭그	송낭그	false	false
松냉기	송냉기	false	false
松버렝이	송버렝이	false	false
松챙이	송챙이	false	false
松추이	송추이	false	false
松췽이	송췽이	false	false
松치	송치	false	false
松치이	송치이	false	false
松퉁벌거지	송퉁벌거지	false	false
松퉁이	송퉁이	false	false
松펜	송펜	false	false
松핀	송핀	false	false
板국수	판국수	false	false
板다리	판다리	false	false
板대기	판대기	false	false
板엿	판엿	false	false
染벵	염벵	false	false
柚子	유자	false	false
柚子껍닥	유자껍닥	false	false
柱礎독	주촛독	false	false
柱礎돌	주촛돌	false	false
査丈	사장	false	false
査丈으른	사장으른	false	false
査頓紙	사돈지	false	false
栗밤	율밤	false	false
桃實낭	도실낭	false	false
桃花白魚	도화백어	false	false
桶	통	false	false
桶머리	통머리	false	false
桶모개기	통모개기	false	false
桶얼레	통얼레	false	false
桶잔	통잔	false	false
桶함지	통함지	false	false
梅實낭	매실낭	false	false
梅花낭	매화낭	false	false
梧桐낭구	오동낭구	false	false
棒鎚	방추	false	false
棒鎚돌	방추돌	false	false
棟머리	동머리	false	false
椳얽애	외얽애	false	false
楊枝치다	양지치다	false	false
楓사리	풍사리	false	false
楓시마	풍시마	false	false
極盛시룹다	극성시룹다	false	false
楸子	추자	false	false
楸子나무	추자나무	false	false
楸子낭구	추자낭구	false	false
榮華굿	영화굿	false	false
槍살	창살	false	false
模樣낮다	모양낮다	false	false
模樣다가리	모양다가리	false	false
模樣데가리	모양데가리	false	false
模樣사가리	모양사가리	false	false
模樣사납다	모양사납다	false	false
模樣상아리	모양상아리	false	false
模樣읏다	모양읏다	false	false
橘남	귤남	false	false
橘낭	귤낭	false	false
機械毒	기곗독	false	false
機械국시	기계국시	false	false
機械비점	기계비점	false	false
機械충	기계충	false	false
機械홀태	기계홀태	false	false
櫃구짝	궤구짝	false	false
櫓배	놋배	false	false
櫓좆	노좆	false	false
櫻열매	사쿠라열매	false	false
欄干	난간	false	false
欄干마루	난간마루	false	false
欌櫃	장궤	false	false
欠다리	흠다리	false	false
欠데	흠데	false	false
欠디	흠디	false	false
欠태	흠태	false	false
欠터	흠터	false	false
欠테	흠테	false	false
欲心꾸럭지	욕심꾸럭지	false	false
欲心꾸레기	욕심꾸레기	false	false
欲心꾸리기	욕심꾸리기	false	false
正月쒜	정월쒜	false	false
正月이	정월이	false	false
正낮	정낮	false	false
步哨벵	보초벵	false	false
歲寒내	세한내	false	false
歲아래	세아래	false	false
歲아리	세아리	false	false
死亡다물	사망다물	false	false
死生겔단	사생겔단	false	false
死生절단	사생절단	false	false
死白이	사백이	false	false
母兄弟四寸	모형제사촌	false	false
母酒단지	모주단지	false	false
母사춘	모사춘	false	false
每日거리	매일거리	false	false
每日겉이	매일겉이	false	false
毒煞시리	독살시리	false	false
毒거무	독거무	false	false
毒나뱅이	독나뱅이	false	false
毒나부이	독나부이	false	false
毒나붕이	독나붕이	false	false
毒배암	독배암	false	false
毒배얌	독배얌	false	false
毒버러지	독버러지	false	false
毒버섶	독버섶	false	false
毒벌거지	독벌거지	false	false
毒벌기	독벌기	false	false
毒비암	독비암	false	false
毒비얌	독비얌	false	false
毯유	담유	false	false
氅오시	창오시	false	false
氣絕초風	기절정풍	false	false
氣맥히다	기맥히다	false	false
水筩내	수통내	false	false
水道뽐뿌	수도뽐뿌	false	false
水道움물	수도움물	false	false
水정기	수정기	false	false
水중기	수중기	false	false
水증게	수증게	false	false
水징기	수징기	false	false
氷車	빙거	false	false
氷등	빙등	false	false
永우	영우	false	false
江	강	false	false
江生鮮	강생선	false	false
江가세	강가세	false	false
江가시	강가시	false	false
江갓	강갓	false	false
江멘	강멘	false	false
江몰개	강몰개	false	false
江물	강물	false	false
江베록	강베록	false	false
決구	결구	false	false
汽車대가리	기차대가리	false	false
汽車대구리	기차대구리	false	false
沃度징기	옥도징기	false	false
沈菜	침채	false	false
沐間물	목간물	false	false
沙器그럿	사기그럿	false	false
沙器깨디개	사기깨디개	false	false
沙器복지	사기복지	false	false
沙畓논	사답논	false	false
沙糖가르	사탕가르	false	false
沙糖가를	사탕가를	false	false
沙糖가리	사탕가리	false	false
沙糖감재	사탕감재	false	false
沙糖대죽	사탕대죽	false	false
沙糖무꾸	사탕무꾸	false	false
沙糖쉬	사탕쉬	false	false
沙鉢디기	사발디기	false	false
沙鉢때기	사발때기	false	false
沙鉢떠깡	사발떠깡	false	false
沙鉢뚜께	사발뚜께	false	false
沙鉢뚜베이	사발뚜베이	false	false
沙鉢뚜에	사발뚜에	false	false
沙鉢싯다	사발싯다	false	false
沙그럭	사그럭	false	false
沙그륵	사그륵	false	false
沙그륵쪼가리	사그륵쪼가리	false	false
沙술盞	사술잔	false	false
泄瀉벵	설사벵	false	false
泰山부라리	태산부라리	false	false
洋服개와	양복개와	false	false
洋服개주머니	양복개주머니	false	false
洋服개주무니	양복개주무니	false	false
洋服재이	양복재이	false	false
洋服주머니	양복주머니	false	false
洋服주머이	양복주머이	false	false
洋服주멩기	양복주멩기	false	false
洋服주우	양복주우	false	false
洋服호주머니	양복호주머니	false	false
洋裝머리	양장머리	false	false
洋鐵낫	양철낫	false	false
洋鐵동우	양철동우	false	false
洋가자	양가자	false	false
洋각시	양각시	false	false
洋까자	양까자	false	false
洋깔보	양깔보	false	false
洋나서	양나서	false	false
洋넘	양넘	false	false
洋달량	양달량	false	false
洋달양	양달양	false	false
洋대	양대	false	false
洋대기	양대기	false	false
洋대지비	양대지비	false	false
洋댕이	양댕이	false	false
洋동오	양동오	false	false
洋동우	양동우	false	false
洋무시	양무시	false	false
洋밀가리	양밀가리	false	false
洋배차	양배차	false	false
洋뱁추	양뱁추	false	false
洋재이	양재이	false	false
洋쟁기	양쟁기	false	false
洋지기	양지기	false	false
洋징기	양징기	false	false
洋코빼기	양코빼기	false	false
洋코재이	양코재이	false	false
洋판	양판	false	false
洑都監	보도감	false	false
洑개랑	봇개랑	false	false
洑고랑	봇고랑	false	false
洑돌창	봇돌창	false	false
洑두랑	봇두랑	false	false
洑랑	보랑	false	false
洑맥이	보맥이	false	false
洑질	봇질	false	false
洗手桶	세수통	false	false
洗手당	세숫당	false	false
洗手대	세숫대	false	false
洗手대아	세숫대아	false	false
洗手대앙	세숫대앙	false	false
洗手대양	세숫대양	false	false
洗手대여	세숫대여	false	false
洗手대와	세숫대와	false	false
洗手대우	세숫대우	false	false
洗手대이	세숫대이	false	false
洗手댕애	세숫댕애	false	false
洗手댕이	세숫댕이	false	false
洗手디	세숫디	false	false
洗手비노	세숫비노	false	false
洗手비눌	세숫비눌	false	false
洗手비늘	세숫비늘	false	false
洗手사라	세숫사라	false	false
洗手사분	세수사분	false	false
洗手소래	세숫소래	false	false
洗手소래이	세숫소래이	false	false
洗手소랭이	세숫소랭이	false	false
洗手양대	세수양대	false	false
洗手양판	세수양판	false	false
洗手양푼	세수양푼	false	false
洗手툭배기	세수툭배기	false	false
洗手펀	세수펀	false	false
洗濯베누	세탁베누	false	false
洗踏마께	세답마께	false	false
洞네婚事	동네혼사	false	false
洞네우사	동네우사	false	false
洪濁	홍탁	false	false
洪魚鳶	홍어연	false	false
流行벵	유행벵	false	false
浮浪뒹	부랑뒹	false	false
浮浪재이	부랑재이	false	false
浮浪질	부랑질	false	false
浮雜시롭다	부잡시롭다	false	false
海夫	해부	false	false
海棠와	해당와	false	false
海沐	해목	false	false
海長魚	해장어	false	false
海물고기	해물고기	false	false
淫蕩시룹다	음탕시룹다	false	false
淸桶	청통	false	false
淸묵	청묵	false	false
滋甚이	자심이	false	false
漆오르다	칠오르다	false	false
濁바리	탁바리	false	false
濃하다	농하다	false	false
火爐발	화롯발	false	false
火그륵	화그륵	false	false
火근내	화근내	false	false
火닥	화닥	false	false
火사바리	화사바리	false	false
火성냥	화성냥	false	false
火여일	화여일	false	false
火외일	화외일	false	false
火저붐	화저붐	false	false
火절	화절	false	false
火절갈	화절갈	false	false
火젓가치	화젓가치	false	false
火짐	홧짐	false	false
灰가리	횟가리	false	false
灰갈기	회갈기	false	false
灸鍼	구침	false	false
炭구데이	탄구데이	false	false
炭구디이	탄구디이	false	false
烏鷄닥	오계닥	false	false
烙印주다	낙인주다	false	false
烙印지르다	낙인지르다	false	false
烙印질	낙인질	false	false
烙印하기	낙인하기	false	false
烙印하다	낙인하다	false	false
烽불	봉불	false	false
無事이	무사이	false	false
無去來	무거래	false	false
無可奈기	무가내기	false	false
無名指가락	무명지가락	false	false
無名指손구락	무명지손구락	false	false
無名가락	무명가락	false	false
無名손가락	무명손가락	false	false
無市	무시	false	false
無市때	무시때	false	false
無心이	무심이	false	false
無心절	무심절	false	false
無心질	무심질	false	false
無心쿠	무심쿠	false	false
無心타	무심타	false	false
無情시리	무정시리	false	false
無情타	무정타	false	false
無情하다	무정하다	false	false
無慚주다	무참주다	false	false
無斷이	무단이	false	false
無窮아	무궁아	false	false
無窮아나무	무궁아나무	false	false
無能타	무능타	false	false
無視보다	무시보다	false	false
無謀이	무모이	false	false
無難시리	무난시리	false	false
無顔시리	무안시리	false	false
無간심	무간심	false	false
無갑	무갑	false	false
無조근	무조근	false	false
煎소두방	전소두방	false	false
熟지왕	숙지왕	false	false
熱	열	false	false
熱꼿	열꼿	false	false
燒酒고다리	소줏고다리	false	false
燒酒돌	소줏돌	false	false
燒酒벵	소주벵	false	false
燥渴벵	조갈벵	false	false
版백이	판백이	false	false
牌거리싸움	패거리싸움	false	false
牌거리쌈박질	패거리쌈박질	false	false
牌도독	팻도독	false	false
牛膝草	우슬초	false	false
牛馬집	우마집	false	false
牧丹꽃	목단꽃	false	false
特지다	특지다	false	false
狂	광	false	false
狂疾다리	광질다리	false	false
狂비	광비	false	false
狼狽괴기	낭패괴기	false	false
猥濫시룹다	외람시룹다	false	false
獨場거리다	독장거리다	false	false
獨매山	독메산	false	false
獨방	독방	false	false
獨판몰다	독판몰다	false	false
玄米저	현밋저	false	false
王器대접	왕기대접	false	false
王大말축	왕대말축	false	false
王石	왕석	false	false
王가루	왕가루	false	false
王개	왕개	false	false
王개여미	왕개여미	false	false
王개염지	왕개염지	false	false
王거무	왕거무	false	false
王게여미	왕게여미	false	false
王게염지	왕게염지	false	false
王기	왕기	false	false
王꼴부리	왕꼴부리	false	false
王대죽	왕대죽	false	false
王도토리	왕도토리	false	false
王도토리나무	왕도토리나무	false	false
王돌	왕돌	false	false
王되미	왕되미	false	false
王등게	왕등게	false	false
王등기	왕등기	false	false
王딩기	왕딩기	false	false
王매무	왕매무	false	false
王모살	왕모살	false	false
王모새	왕모새	false	false
王몰레	왕몰레	false	false
王바래기	왕바래기	false	false
王밤부리	왕밤부리	false	false
王밥주리	왕밥주리	false	false
王방구리	왕방구리	false	false
王방올	왕방올	false	false
王방우리	왕방우리	false	false
王벌	왕벌	false	false
王벨	왕벨	false	false
王별	왕별	false	false
王사때기	왕사때기	false	false
王새갱이	왕새갱이	false	false
王새깽이	왕새깽이	false	false
王새비	왕새비	false	false
王새오	왕새오	false	false
王생우	왕생우	false	false
王소앵이	왕소앵이	false	false
王소왕이	왕소왕이	false	false
王소왱이	왕소왱이	false	false
王손	왕손	false	false
王손가락	왕손가락	false	false
王손님	왕손님	false	false
王수수	왕수수	false	false
王자	왕자	false	false
王잘	왕잘	false	false
王잠녜	왕잠녜	false	false
王잠수	왕잠수	false	false
王재	왕재	false	false
王재리	왕재리	false	false
王재일	왕재일	false	false
王잴	왕잴	false	false
王잼자리	왕잼자리	false	false
王주월	왕주월	false	false
王차리	왕차리	false	false
王처리	왕처리	false	false
王철게	왕철게	false	false
王철게이	왕철게이	false	false
王철구	왕철구	false	false
王철베이	왕철베이	false	false
王체	왕체	false	false
王칠게이	왕칠게이	false	false
王텡이	왕텡이	false	false
王튕이	왕튕이	false	false
王티이	왕티이	false	false
王팅이	왕팅이	false	false
王하르방	왕하르방	false	false
王할망	왕할망	false	false
珍풍겡	진풍겡	false	false
班指손가락	반지손가락	false	false
理髮毒	이발독	false	false
理髮재이	이발재이	false	false
琉璃다마	유리다마	false	false
琉璃비	유리비	false	false
琉璃잔	유리잔	false	false
瑤池겡	요지겡	false	false
瓢주배기	표주배기	false	false
瓦家집	와가집	false	false
瓦窟	와굴	false	false
瓦쟁이	와쟁이	false	false
甁따까리	병따까리	false	false
甁따꿍	병따꿍	false	false
甁뚜꾸베이	병뚜꾸베이	false	false
甁뚜꾸벵이	병뚜꾸벵이	false	false
甁세리	병세리	false	false
甕器그럭	옹기그럭	false	false
甕器대장	옹기대장	false	false
甕器장사	옹기장사	false	false
甕器툭바리	옹기툭바리	false	false
甕골	옹골	false	false
甕동우	옹동우	false	false
甘味룹다	감미룹다	false	false
甘藍배추	간낭배추	false	false
甘酒	감주	false	false
生	생	false	false
生北魚	생북어	false	false
生員	생원	false	false
生常눔	생상눔	false	false
生水벵	생수벵	false	false
生無識재이	생무식재이	false	false
生物	생물	false	false
生物당사	생물당사	false	false
生酒酊	생주정	false	false
生金	생금	false	false
生食怯	생식겁	false	false
生가부	생가부	false	false
生가죽데기	생가죽데기	false	false
生가죽디기	생가죽디기	false	false
生갈그	생갈그	false	false
生갈기	생갈기	false	false
生감저	생감저	false	false
生거	생거	false	false
生거죽	생거죽	false	false
生거죽데기	생거죽데기	false	false
生거죽디기	생거죽디기	false	false
生것	생것	false	false
生게기	생게기	false	false
生고상	생고상	false	false
生곡석	생곡석	false	false
生곡식	생곡식	false	false
生괜히	생괜히	false	false
生괴기	생괴기	false	false
生그	생그	false	false
生그짓말	생그짓말	false	false
生기	생기	false	false
生깍재이	생깍재이	false	false
生뀌역질	생뀌역질	false	false
生낭	생낭	false	false
生다디기	생다디기	false	false
生디이	생디이	false	false
生떼꾸지	생떼꾸지	false	false
生똥쿨내	생똥쿨내	false	false
生뚱거리	생뚱거리	false	false
生띠기	생띠기	false	false
生메리	생메리	false	false
生멘지	생멘지	false	false
生멜	생멜	false	false
生멜치	생멜치	false	false
生멩태	생멩태	false	false
生멸	생멸	false	false
生목심	생목심	false	false
生반죽	생반죽	false	false
生밧	생밧	false	false
生밭	생밭	false	false
生베	생베	false	false
生베락	생베락	false	false
生비	생비	false	false
生새	생새	false	false
生선	생선	false	false
生소까비	생소까비	false	false
生소깝	생소깝	false	false
生손가라기	생손가라기	false	false
生손가락	생손가락	false	false
生손고락	생손고락	false	false
生송아리	생송아리	false	false
生어거지	생어거지	false	false
生으로	생으로	false	false
生제러기	생제러기	false	false
生제레기	생제레기	false	false
生젤이	생젤이	false	false
生쥐정	생쥐정	false	false
生지랄	생지랄	false	false
生질	생질	false	false
生짐치	생짐치	false	false
生짼지	생짼지	false	false
生차	생차	false	false
生채	생채	false	false
生체	생체	false	false
生티집	생티집	false	false
産母풀	산모풀	false	false
産구달	산구달	false	false
産우달	산우달	false	false
甲	갑	false	false
甲山아바이	갑산아바이	false	false
甲짜리	갑짜리	false	false
男동상	남동상	false	false
男동새	남동새	false	false
男동성	남동성	false	false
男동숭	남동숭	false	false
男동승	남동승	false	false
男동싱	남동싱	false	false
男무당	남무당	false	false
男새	남새	false	false
男소나이	남소나이	false	false
男심방	남심방	false	false
留聲개	유성개	false	false
畢세	필세	false	false
番걸치다	번걸치다	false	false
異姓사춘	이성사춘	false	false
當아방	당아방	false	false
當어멍	당어멍	false	false
疋木店	필목점	false	false
疏薄뎅이	소박뎅이	false	false
疑心벵	의심벵	false	false
病잽이	병잽이	false	false
痢疾배피	이질배피	false	false
痼疾벵	고질벵	false	false
瘧疾풍	학질풍	false	false
癇疾벵	간질벵	false	false
癇疾빙	간질빙	false	false
登山하	등산하	false	false
發動개	발동개	false	false
發狂징	발광징	false	false
白丁놈	백정놈	false	false
白乾達	백건달	false	false
白太	백태	false	false
白晝방낫	백주방낫	false	false
白고이	백고이	false	false
白낮	백낮	false	false
白눈	백눈	false	false
白메	백메	false	false
白목	백목	false	false
白몰레	백몰레	false	false
白무리	백무리	false	false
白버짐	백버짐	false	false
白사디	백사디	false	false
白새	백새	false	false
白설	백설	false	false
白설구	백설구	false	false
白설떡	백설떡	false	false
白설지	백설지	false	false
白시	백시	false	false
白시르	백시르	false	false
白시리	백시리	false	false
白식	백식	false	false
白실기	백실기	false	false
白야시	백야시	false	false
白여구	백여구	false	false
白여수	백여수	false	false
白여시	백여시	false	false
白영깨이	백영깨이	false	false
白짐	백짐	false	false
白짐치	백짐치	false	false
白찌미	백찌미	false	false
白찜	백찜	false	false
白토란	백토란	false	false
百合草꼿	백합초꼿	false	false
百合꼿	백합꼿	false	false
百合췌꼿	백합췌꼿	false	false
百번	백번	false	false
百본	백본	false	false
皮곡석	피곡석	false	false
益母	익모	false	false
盒	합	false	false
盡죙일	진죙일	false	false
盡쥉일	진쥉일	false	false
盲과니	맹과니	false	false
相思花	상사화	false	false
相思벵	상사벵	false	false
相다구	상다구	false	false
相바닥	상바닥	false	false
相우리	상우리	false	false
相위	상위	false	false
相파니	상파니	false	false
相판디기	상판디기	false	false
相팡이	상팡이	false	false
眞土백이	진토백이	false	false
眞實루	진실루	false	false
眞당	진당	false	false
眞뗑이	진뗑이	false	false
眞백이	진백이	false	false
眞짜비기	진짜비기	false	false
眞째	진째	false	false
眼質	안질	false	false
知覺서니	지각서니	false	false
矮지축	왜지축	false	false
矮지측	왜지측	false	false
石手자이	석수자이	false	false
石手재이	석수재이	false	false
石油각지	석윳각지	false	false
石油지름	석유지름	false	false
石게울	석게울	false	false
石자이	석자이	false	false
硏子방애	연자방애	false	false
碑石치기	비석치기	false	false
碑동	빗동	false	false
碑똥	비똥	false	false
確的이	확적이	false	false
祖父니	조부니	false	false
祖父시	조부시	false	false
祖父씨	조부씨	false	false
神主櫝	신주독	false	false
神仙밥	신선밥	false	false
神房	신방	false	false
神過歲	신과세	false	false
神靈草	신령초	false	false
神굿	신굿	false	false
神자리	신자리	false	false
祭자리	젯자리	false	false
福꼴세	복꼴세	false	false
福데이	복데이	false	false
福뎅이	복뎅이	false	false
福등거리	복등거리	false	false
福디	복디	false	false
福딩이	복딩이	false	false
福살머리	복살머리	false	false
福시럭하다	복시럭하다	false	false
福재이	복재이	false	false
福조가리	복조가리	false	false
福조래	복조래	false	false
福조렝이	복조렝이	false	false
福좋다	복좋다	false	false
福주메이	복주메이	false	false
福주무이	복주무이	false	false
福지다	복지다	false	false
禿소리	독소리	false	false
禿술	독술	false	false
禿술매미	독술매미	false	false
秋夕비심	추석비심	false	false
秋夕치리	추석치리	false	false
秋霜겉다	추상겉다	false	false
秋霜겉이	추상겉이	false	false
稅米쌀	세미쌀	false	false
種子나락	종자나락	false	false
種子베	종자베	false	false
種子벱씨	종자벱씨	false	false
種子벼	종잣벼	false	false
種子씨	종자씨	false	false
稻扱	도급	false	false
稻扱그네	도급그네	false	false
穀食방울	곡식방울	false	false
穀食베가리	곡식베가리	false	false
穀食비가리	곡식비가리	false	false
穩히	온히	false	false
空中돌기	공중돌기	false	false
空然시	공연시	false	false
